    TIME,    CASE,    FLAP,     AOA,   AOAHT, AOAGUST,    BETA,   THETA,     PHI,     ALT,     EAS,    MACH,   P_CMD,   R_CMD,   Y_CMD,     ELE,     AIL,     RUD,    ETAB,    FZWB,    FZHT,    FYVT,      NX,      NY,      NZ,       Q,      QP,       P,      PP,       R,      RP,       U,       V,       W
    0.72,10000001,    0.00,  15.497,   4.123,   0.000,  -0.000,   7.359,   0.000,    655.,   96.90,   0.296,  -0.795,   0.000,   0.000, -21.477,   0.000,   0.000,   2.265,  43854.,  -9403.,      0., -0.0964,  0.0000,  0.8253,  0.7946,  1.4669, -0.0000, -0.0000, -0.0000, -0.0000, 96.3747, -0.0000, 26.7222,
    0.73,10000001,    0.00,  15.966,   4.221,   0.000,  -0.000,   7.367,   0.000,    662.,   96.87,   0.296,  -0.805,   0.000,   0.000, -21.747,   0.000,   0.000,   2.265,  43860.,  -9366.,      0., -0.0957,  0.0000,  0.8265,  0.8092,  1.4594, -0.0000, -0.0000, -0.0000, -0.0000, 96.1541, -0.0000, 27.5105,
    0.74,10000001,    0.00,  16.443,   4.318,   0.000,  -0.000,   7.375,   0.000,    668.,   96.84,   0.296,  -0.815,   0.000,   0.000, -22.017,   0.000,   0.000,   2.265,  43869.,  -9331.,      0., -0.0951,  0.0000,  0.8276,  0.8237,  1.4525, -0.0000, -0.0000, -0.0000, -0.0000, 95.9230, -0.0000, 28.3108,
    0.75,10000001,    0.00,  16.929,   4.415,   0.000,  -0.000,   7.384,   0.000,    674.,   96.82,   0.296,  -0.825,   0.000,   0.000, -22.287,   0.000,   0.000,   2.265,  43880.,  -9299.,      0., -0.0944,  0.0000,  0.8288,  0.8382,  1.4460, -0.0000, -0.0000, -0.0000, -0.0000, 95.6810, -0.0000, 29.1229,
    0.76,10000001,    0.00,  17.423,   4.512,   0.000,  -0.000,   7.392,   0.000,    679.,   96.79,   0.296,  -0.835,   0.000,   0.000, -22.557,   0.000,   0.000,   2.265,  43894.,  -9269.,      0., -0.0938,  0.0000,  0.8300,  0.8526,  1.4401, -0.0000, -0.0000, -0.0000, -0.0000, 95.4280, -0.0000, 29.9466,
    0.77,10000001,    0.00,  17.924,   4.608,   0.000,  -0.000,   7.401,   0.000,    683.,   96.77,   0.296,  -0.845,   0.000,   0.000, -22.827,   0.000,   0.000,   2.265,  43910.,  -9242.,      0., -0.0932,  0.0000,  0.8312,  0.8669,  1.4347, -0.0000, -0.0000, -0.0000, -0.0000, 95.1635, -0.0000, 30.7817,
    0.78,10000001,    0.00,  18.434,   4.704,   0.000,  -0.000,   7.409,   0.000,    687.,   96.76,   0.296,  -0.855,   0.000,   0.000, -23.097,   0.000,   0.000,   2.265,  43930.,  -9217.,      0., -0.0926,  0.0000,  0.8324,  0.8812,  1.4298, -0.0000, -0.0000, -0.0000, -0.0000, 94.8872, -0.0000, 31.6279,
    0.79,10000001,    0.00,  18.952,   4.800,   0.000,  -0.000,   7.418,   0.000,    689.,   96.74,   0.296,  -0.865,   0.000,   0.000, -23.367,   0.000,   0.000,   2.265,  43953.,  -9195.,      0., -0.0920,  0.0000,  0.8336,  0.8954,  1.4254, -0.0000, -0.0000, -0.0000, -0.0000, 94.5988, -0.0000, 32.4850,
    0.80,10000001,    0.00,  19.479,   4.895,   0.000,  -0.000,   7.427,   0.000,    691.,   96.73,   0.296,  -0.875,   0.000,   0.000, -23.637,   0.000,   0.000,   2.265,  43979.,  -9175.,      0., -0.0914,  0.0000,  0.8348,  0.9096,  1.4214, -0.0000, -0.0000, -0.0000, -0.0000, 94.2980, -0.0000, 33.3529,
    0.81,10000001,    0.00,  20.013,   4.990,   0.000,  -0.000,   7.436,   0.000,    693.,   96.73,   0.296,  -0.885,   0.000,   0.000, -23.907,   0.000,   0.000,   2.265,  44008.,  -9157.,      0., -0.0909,  0.0000,  0.8360,  0.9238,  1.4179, -0.0000, -0.0000, -0.0000, -0.0000, 93.9845, -0.0000, 34.2312,
    0.82,10000001,    0.00,  20.555,   5.085,   0.000,  -0.000,   7.446,   0.000,    693.,   96.73,   0.296,  -0.895,   0.000,   0.000, -24.177,   0.000,   0.000,   2.265,  44042.,  -9142.,      0., -0.0903,  0.0000,  0.8373,  0.9379,  1.4149, -0.0000, -0.0000, -0.0000, -0.0000, 93.6579, -0.0000, 35.1197,
    0.83,10000001,    0.00,  21.105,   5.180,   0.000,  -0.000,   7.455,   0.000,    692.,   96.73,   0.296,  -0.905,   0.000,   0.000, -24.447,   0.000,   0.000,   2.265,  44079.,  -9130.,      0., -0.0898,  0.0000,  0.8386,  0.9520,  1.4123, -0.0000, -0.0000, -0.0000, -0.0000, 93.3179, -0.0000, 36.0181,
    0.84,10000001,    0.00,  21.663,   5.274,   0.000,  -0.000,   7.465,   0.000,    691.,   96.74,   0.296,  -0.915,   0.000,   0.000, -24.717,   0.000,   0.000,   2.265,  44120.,  -9119.,      0., -0.0892,  0.0000,  0.8400,  0.9661,  1.4101, -0.0000, -0.0000, -0.0000, -0.0000, 92.9642, -0.0000, 36.9263,
    0.85,10000001,    0.00,  22.230,   5.369,   0.000,  -0.000,   7.475,   0.000,    688.,   96.75,   0.296,  -0.925,   0.000,   0.000, -24.987,   0.000,   0.000,   2.265,  44166.,  -9111.,      0., -0.0887,  0.0000,  0.8413,  0.9801,  1.4083, -0.0000, -0.0000, -0.0000, -0.0000, 92.5964, -0.0000, 37.8439,
    0.86,10000001,    0.00,  22.804,   5.463,   0.000,  -0.000,   7.484,   0.000,    684.,   96.77,   0.296,  -0.935,   0.000,   0.000, -25.257,   0.000,   0.000,   2.265,  44216.,  -9105.,      0., -0.0882,  0.0000,  0.8428,  0.9942,  1.4070, -0.0000, -0.0000, -0.0000, -0.0000, 92.2141, -0.0000, 38.7707,
    0.87,10000001,    0.00,  23.386,   5.557,   0.000,  -0.000,   7.494,   0.000,    680.,   96.79,   0.296,  -0.945,   0.000,   0.000, -25.527,   0.000,   0.000,   2.265,  44270.,  -9101.,      0., -0.0877,  0.0000,  0.8443,  1.0082,  1.4061, -0.0000, -0.0000, -0.0000, -0.0000, 91.8171, -0.0000, 39.7065,
    0.88,10000001,    0.00,  23.976,   5.652,   0.000,  -0.000,   7.505,   0.000,    674.,   96.82,   0.296,  -0.955,   0.000,   0.000, -25.797,   0.000,   0.000,   2.265,  44329.,  -9100.,      0., -0.0872,  0.0000,  0.8458,  1.0222,  1.4056, -0.0000, -0.0000, -0.0000, -0.0000, 91.4050, -0.0000, 40.6509,
    0.89,10000001,    0.00,  24.574,   5.746,   0.000,  -0.000,   7.515,   0.000,    667.,   96.85,   0.296,  -0.965,   0.000,   0.000, -26.067,   0.000,   0.000,   2.265,  44394.,  -9101.,      0., -0.0867,  0.0000,  0.8474,  1.0362,  1.4055, -0.0000, -0.0000, -0.0000, -0.0000, 90.9774, -0.0000, 41.6036,
    0.90,10000001,    0.00,  25.181,   5.840,   0.000,  -0.000,   7.525,   0.000,    659.,   96.89,   0.296,  -0.975,   0.000,   0.000, -26.337,   0.000,   0.000,   2.265,  44463.,  -9104.,      0., -0.0862,  0.0000,  0.8491,  1.0503,  1.4058, -0.0000, -0.0000, -0.0000, -0.0000, 90.5339, -0.0000, 42.5645,
    0.91,10000001,    0.00,  25.795,   5.934,   0.000,  -0.000,   7.536,   0.000,    650.,   96.94,   0.296,  -0.985,   0.000,   0.000, -26.607,   0.000,   0.000,   2.265,  44538.,  -9109.,      0., -0.0857,  0.0000,  0.8508,  1.0643,  1.4065, -0.0000, -0.0000, -0.0000, -0.0000, 90.0744, -0.0000, 43.5331,
    0.92,10000001,    0.00,  26.417,   6.028,   0.000,  -0.000,   7.547,   0.000,    639.,   96.99,   0.296,  -0.995,   0.000,   0.000, -26.877,   0.000,   0.000,   2.265,  44618.,  -9113.,      0., -0.0852,  0.0000,  0.8527,  1.0783,  1.4066, -0.0000, -0.0000, -0.0000, -0.0000, 89.5982, -0.0000, 44.5092,
    0.93,10000001,    0.00,  27.046,   6.122,   0.000,  -0.000,   7.557,   0.000,    627.,   97.04,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  44704.,  -9032.,      0., -0.0852,  0.0000,  0.8570,  1.0923,  1.3841, -0.0000, -0.0000, -0.0000, -0.0000, 89.1053, -0.0000, 45.4924,
    0.94,10000001,    0.00,  27.684,   6.212,   0.000,  -0.000,   7.568,   0.000,    614.,   97.11,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  44795.,  -8888.,      0., -0.0856,  0.0000,  0.8631,  1.1059,  1.3453, -0.0000, -0.0000, -0.0000, -0.0000, 88.5953, -0.0000, 46.4818,
    0.95,10000001,    0.00,  28.329,   6.300,   0.000,  -0.000,   7.580,   0.000,    599.,   97.18,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  44891.,  -8751.,      0., -0.0859,  0.0000,  0.8691,  1.1191,  1.3078, -0.0000, -0.0000, -0.0000, -0.0000, 88.0681, -0.0000, 47.4768,
    0.96,10000001,    0.00,  28.981,   6.386,   0.000,  -0.000,   7.591,   0.000,    583.,   97.25,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  44992.,  -8618.,      0., -0.0862,  0.0000,  0.8751,  1.1320,  1.2715, -0.0000, -0.0000, -0.0000, -0.0000, 87.5236, -0.0000, 48.4767,
    0.97,10000001,    0.00,  29.640,   6.469,   0.000,  -0.000,   7.602,   0.000,    566.,   97.33,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45099.,  -8490.,      0., -0.0865,  0.0000,  0.8811,  1.1445,  1.2364, -0.0000, -0.0000, -0.0000, -0.0000, 86.9615, -0.0000, 49.4808,
    0.98,10000001,    0.00,  30.305,   6.550,   0.000,  -0.000,   7.614,   0.000,    547.,   97.42,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45212.,  -8367.,      0., -0.0867,  0.0000,  0.8872,  1.1567,  1.2024, -0.0000, -0.0000, -0.0000, -0.0000, 86.3819, -0.0000, 50.4886,
    0.99,10000001,    0.00,  30.978,   6.628,   0.000,  -0.000,   7.625,   0.000,    526.,   97.52,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45331.,  -8248.,      0., -0.0869,  0.0000,  0.8932,  1.1686,  1.1694, -0.0000, -0.0000, -0.0000, -0.0000, 85.7845, -0.0000, 51.4993,
    1.00,10000001,    0.00,  31.657,   6.705,   0.000,  -0.000,   7.637,   0.000,    504.,   97.63,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45456.,  -8134.,      0., -0.0871,  0.0000,  0.8993,  1.1801,  1.1376, -0.0000, -0.0000, -0.0000, -0.0000, 85.1693, -0.0000, 52.5124,
    1.01,10000001,    0.00,  32.341,   6.779,   0.000,  -0.000,   7.649,   0.000,    480.,   97.74,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45588.,  -8024.,      0., -0.0873,  0.0000,  0.9055,  1.1913,  1.1067, -0.0000, -0.0000, -0.0000, -0.0000, 84.5361, -0.0000, 53.5272,
    1.02,10000001,    0.00,  33.032,   6.851,   0.000,  -0.000,   7.661,   0.000,    454.,   97.86,   0.296,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45726.,  -7919.,      0., -0.0874,  0.0000,  0.9117,  1.2022,  1.0769, -0.0000, -0.0000, -0.0000, -0.0000, 83.8849, -0.0000, 54.5431,
    1.03,10000001,    0.00,  33.729,   6.922,   0.000,  -0.000,   7.673,   0.000,    427.,   97.98,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  45872.,  -7817.,      0., -0.0875,  0.0000,  0.9179,  1.2128,  1.0480, -0.0000, -0.0000, -0.0000, -0.0000, 83.2156, -0.0000, 55.5595,
    1.04,10000001,    0.00,  34.432,   6.990,   0.000,  -0.000,   7.685,   0.000,    398.,   98.12,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46024.,  -7720.,      0., -0.0876,  0.0000,  0.9243,  1.2232,  1.0200, -0.0000, -0.0000, -0.0000, -0.0000, 82.5282, -0.0000, 56.5757,
    1.05,10000001,    0.00,  35.140,   7.057,   0.000,  -0.000,   7.697,   0.000,    367.,   98.26,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46185.,  -7626.,      0., -0.0877,  0.0000,  0.9307,  1.2332,  0.9929, -0.0000, -0.0000, -0.0000, -0.0000, 81.8225, -0.0000, 57.5912,
    1.06,10000001,    0.00,  35.854,   7.121,   0.000,  -0.000,   7.710,   0.000,    335.,   98.42,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46353.,  -7537.,      0., -0.0877,  0.0000,  0.9372,  1.2431,  0.9667, -0.0000, -0.0000, -0.0000, -0.0000, 81.0986, -0.0000, 58.6054,
    1.07,10000001,    0.00,  36.572,   7.184,   0.000,  -0.000,   7.722,   0.000,    300.,   98.58,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46529.,  -7451.,      0., -0.0877,  0.0000,  0.9438,  1.2526,  0.9414, -0.0000, -0.0000, -0.0000, -0.0000, 80.3564, -0.0000, 59.6177,
    1.08,10000001,    0.00,  37.296,   7.246,   0.000,  -0.000,   7.735,   0.000,    264.,   98.75,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46713.,  -7369.,      0., -0.0877,  0.0000,  0.9505,  1.2619,  0.9168, -0.0000, -0.0000, -0.0000, -0.0000, 79.5959, -0.0000, 60.6275,
    1.09,10000001,    0.00,  38.025,   7.305,   0.000,  -0.000,   7.748,   0.000,    225.,   98.93,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  46907.,  -7290.,      0., -0.0876,  0.0000,  0.9573,  1.2710,  0.8930, -0.0000, -0.0000, -0.0000, -0.0000, 78.8171, -0.0000, 61.6342,
    1.10,10000001,    0.00,  38.759,   7.363,   0.000,  -0.000,   7.760,   0.000,    185.,   99.12,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  47109.,  -7215.,      0., -0.0876,  0.0000,  0.9642,  1.2798,  0.8700, -0.0000, -0.0000, -0.0000, -0.0000, 78.0199, -0.0000, 62.6373,
    1.11,10000001,    0.00,  39.497,   7.420,   0.000,  -0.000,   7.773,   0.000,    142.,   99.32,   0.295,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  47320.,  -7143.,      0., -0.0874,  0.0000,  0.9713,  1.2884,  0.8477, -0.0000, -0.0000, -0.0000, -0.0000, 77.2045, -0.0000, 63.6362,
    1.12,10000001,    0.00,  40.240,   7.474,   0.000,  -0.000,   7.786,   0.000,     97.,   99.53,   0.294,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  47540.,  -7075.,      0., -0.0873,  0.0000,  0.9785,  1.2968,  0.8262, -0.0000, -0.0000, -0.0000, -0.0000, 76.3708, -0.0000, 64.6303,
    1.13,10000001,    0.00,  40.988,   7.528,   0.000,  -0.000,   7.799,   0.000,     50.,   99.75,   0.294,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  47771.,  -7010.,      0., -0.0871,  0.0000,  0.9858,  1.3050,  0.8053, -0.0000, -0.0000, -0.0000, -0.0000, 75.5188, -0.0000, 65.6191,
    1.14,10000001,    0.00,  41.740,   7.580,   0.000,  -0.000,   7.812,   0.000,      1.,   99.98,   0.294,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  48011.,  -6948.,      0., -0.0869,  0.0000,  0.9934,  1.3130,  0.7851, -0.0000, -0.0000, -0.0000, -0.0000, 74.6486, -0.0000, 66.6021,
    1.15,10000001,    0.00,  42.496,   7.630,   0.000,  -0.000,   7.825,   0.000,    -50.,  100.21,   0.294,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  48262.,  -6889.,      0., -0.0867,  0.0000,  1.0010,  1.3208,  0.7656, -0.0000, -0.0000, -0.0000, -0.0000, 73.7602, -0.0000, 67.5786,
    1.16,10000001,    0.00,  43.256,   7.680,   0.000,  -0.000,   7.839,   0.000,   -104.,  100.47,   0.294,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  48523.,  -6834.,      0., -0.0865,  0.0000,  1.0089,  1.3284,  0.7467, -0.0000, -0.0000, -0.0000, -0.0000, 72.8538, -0.0000, 68.5482,
    1.17,10000001,    0.00,  44.020,   7.728,   0.000,  -0.000,   7.852,   0.000,   -160.,  100.73,   0.293,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  48795.,  -6782.,      0., -0.0862,  0.0000,  1.0170,  1.3358,  0.7284, -0.0000, -0.0000, -0.0000, -0.0000, 71.9293, -0.0000, 69.5103,
    1.18,10000001,    0.00,  44.788,   7.774,   0.000,  -0.000,   7.865,   0.000,   -218.,  101.00,   0.293,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  49078.,  -6732.,      0., -0.0859,  0.0000,  1.0252,  1.3431,  0.7108, -0.0000, -0.0000, -0.0000, -0.0000, 70.9869, -0.0000, 70.4644,
    1.19,10000001,    0.00,  45.560,   7.820,   0.000,  -0.000,   7.879,   0.000,   -279.,  101.28,   0.293,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  49373.,  -6686.,      0., -0.0855,  0.0000,  1.0336,  1.3501,  0.6937, -0.0000, -0.0000, -0.0000, -0.0000, 70.0266, -0.0000, 71.4100,
    1.20,10000001,    0.00,  46.336,   7.864,   0.000,  -0.000,   7.892,   0.000,   -342.,  101.58,   0.293,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  49680.,  -6642.,      0., -0.0851,  0.0000,  1.0423,  1.3570,  0.6771, -0.0000, -0.0000, -0.0000, -0.0000, 69.0486, -0.0000, 72.3466,
    1.21,10000001,    0.00,  47.116,   7.907,   0.000,  -0.000,   7.906,   0.000,   -407.,  101.89,   0.293,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  50000.,  -6602.,      0., -0.0847,  0.0000,  1.0512,  1.3638,  0.6612, -0.0000, -0.0000, -0.0000, -0.0000, 68.0529, -0.0000, 73.2736,
    1.22,10000001,    0.00,  47.899,   7.949,   0.000,  -0.000,   7.920,   0.000,   -476.,  102.21,   0.292,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  50331.,  -6565.,      0., -0.0843,  0.0000,  1.0603,  1.3704,  0.6457, -0.0000, -0.0000, -0.0000, -0.0000, 67.0397, -0.0000, 74.1906,
    1.23,10000001,    0.00,  48.685,   7.989,   0.000,  -0.000,   7.933,   0.000,   -546.,  102.54,   0.292,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  50676.,  -6530.,      0., -0.0838,  0.0000,  1.0696,  1.3768,  0.6309, -0.0000, -0.0000, -0.0000, -0.0000, 66.0091, -0.0000, 75.0971,
    1.24,10000001,    0.00,  49.475,   8.029,   0.000,  -0.000,   7.947,   0.000,   -620.,  102.88,   0.292,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  51034.,  -6453.,      0., -0.0827,  0.0000,  1.0802,  1.3831,  0.6071, -0.0000, -0.0000, -0.0000, -0.0000, 64.9612, -0.0000, 75.9925,
    1.25,10000001,    0.00,  50.268,   8.066,   0.000,  -0.000,   7.961,   0.000,   -696.,  103.24,   0.292,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  51405.,  -6366.,      0., -0.0814,  0.0000,  1.0914,  1.3892,  0.5812, -0.0000, -0.0000, -0.0000, -0.0000, 63.8962, -0.0000, 76.8762,
    1.26,10000001,    0.00,  51.064,   8.102,   0.000,  -0.000,   7.975,   0.000,   -775.,  103.61,   0.291,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  51790.,  -6287.,      0., -0.0803,  0.0000,  1.1029,  1.3950,  0.5569, -0.0000, -0.0000, -0.0000, -0.0000, 62.8144, -0.0000, 77.7477,
    1.27,10000001,    0.00,  51.864,   8.135,   0.000,  -0.000,   7.989,   0.000,   -856.,  103.99,   0.291,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  52189.,  -6214.,      0., -0.0792,  0.0000,  1.1145,  1.4006,  0.5339, -0.0000, -0.0000, -0.0000, -0.0000, 61.7158, -0.0000, 78.6065,
    1.28,10000001,    0.00,  52.666,   8.167,   0.000,  -0.000,   8.003,   0.000,   -941.,  104.39,   0.291,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  52602.,  -6146.,      0., -0.0780,  0.0000,  1.1264,  1.4060,  0.5121, -0.0000, -0.0000, -0.0000, -0.0000, 60.6009, -0.0000, 79.4520,
    1.29,10000001,    0.00,  53.471,   8.197,   0.000,  -0.000,   8.017,   0.000,  -1028.,  104.80,   0.290,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  53030.,  -6085.,      0., -0.0768,  0.0000,  1.1385,  1.4112,  0.4914, -0.0000, -0.0000, -0.0000, -0.0000, 59.4699, -0.0000, 80.2837,
    1.30,10000001,    0.00,  54.279,   8.226,   0.000,  -0.000,   8.031,   0.000,  -1118.,  105.22,   0.290,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  53473.,  -6029.,      0., -0.0756,  0.0000,  1.1507,  1.4162,  0.4719, -0.0000, -0.0000, -0.0000, -0.0000, 58.3230, -0.0000, 81.1012,
    1.31,10000001,    0.00,  55.089,   8.253,   0.000,  -0.000,   8.045,   0.000,  -1211.,  105.66,   0.290,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  53932.,  -5979.,      0., -0.0744,  0.0000,  1.1632,  1.4210,  0.4535, -0.0000, -0.0000, -0.0000, -0.0000, 57.1606, -0.0000, 81.9040,
    1.32,10000001,    0.00,  55.902,   8.279,   0.000,  -0.000,   8.060,   0.000,  -1306.,  106.11,   0.289,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  54407.,  -5935.,      0., -0.0731,  0.0000,  1.1760,  1.4257,  0.4362, -0.0000, -0.0000, -0.0000, -0.0000, 55.9828, -0.0000, 82.6916,
    1.33,10000001,    0.00,  56.717,   8.303,   0.000,  -0.000,   8.074,   0.000,  -1405.,  106.57,   0.289,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  54899.,  -5896.,      0., -0.0717,  0.0000,  1.1890,  1.4302,  0.4200, -0.0000, -0.0000, -0.0000, -0.0000, 54.7899, -0.0000, 83.4637,
    1.34,10000001,    0.00,  57.535,   8.326,   0.000,  -0.000,   8.088,   0.000,  -1507.,  107.05,   0.289,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  55408.,  -5863.,      0., -0.0704,  0.0000,  1.2023,  1.4345,  0.4049, -0.0000, -0.0000, -0.0000, -0.0000, 53.5823, -0.0000, 84.2197,
    1.35,10000001,    0.00,  58.355,   8.348,   0.000,  -0.000,   8.103,   0.000,  -1612.,  107.55,   0.288,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  55934.,  -5835.,      0., -0.0690,  0.0000,  1.2159,  1.4388,  0.3908, -0.0000, -0.0000, -0.0000, -0.0000, 52.3603, -0.0000, 84.9593,
    1.36,10000001,    0.00,  59.177,   8.368,   0.000,  -0.000,   8.117,   0.000,  -1720.,  108.06,   0.288,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  56478.,  -5813.,      0., -0.0676,  0.0000,  1.2297,  1.4429,  0.3778, -0.0000, -0.0000, -0.0000, -0.0000, 51.1240, -0.0000, 85.6820,
    1.37,10000001,    0.00,  60.001,   8.387,   0.000,  -0.000,   8.131,   0.000,  -1831.,  108.58,   0.287,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  57040.,  -5796.,      0., -0.0661,  0.0000,  1.2439,  1.4468,  0.3658, -0.0000, -0.0000, -0.0000, -0.0000, 49.8738, -0.0000, 86.3874,
    1.38,10000001,    0.00,  60.827,   8.404,   0.000,  -0.000,   8.146,   0.000,  -1945.,  109.12,   0.287,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  57622.,  -5785.,      0., -0.0646,  0.0000,  1.2583,  1.4507,  0.3549, -0.0000, -0.0000, -0.0000, -0.0000, 48.6099, -0.0000, 87.0753,
    1.39,10000001,    0.00,  61.656,   8.421,   0.000,  -0.000,   8.160,   0.000,  -2062.,  109.68,   0.286,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  58223.,  -5780.,      0., -0.0630,  0.0000,  1.2731,  1.4545,  0.3451, -0.0000, -0.0000, -0.0000, -0.0000, 47.3327, -0.0000, 87.7452,
    1.40,10000001,    0.00,  62.487,   8.436,   0.000,  -0.000,   8.175,   0.000,  -2183.,  110.25,   0.286,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  58844.,  -5781.,      0., -0.0614,  0.0000,  1.2883,  1.4583,  0.3364, -0.0000, -0.0000, -0.0000, -0.0000, 46.0424, -0.0000, 88.3967,
    1.41,10000001,    0.00,  63.319,   8.449,   0.000,  -0.000,   8.190,   0.000,  -2307.,  110.84,   0.286,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  59486.,  -5788.,      0., -0.0597,  0.0000,  1.3037,  1.4619,  0.3288, -0.0000, -0.0000, -0.0000, -0.0000, 44.7393, -0.0000, 89.0295,
    1.42,10000001,    0.00,  64.154,   8.461,   0.000,  -0.000,   8.204,   0.000,  -2434.,  111.44,   0.285,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  60149.,  -5802.,      0., -0.0580,  0.0000,  1.3195,  1.4656,  0.3225, -0.0000, -0.0000, -0.0000, -0.0000, 43.4237, -0.0000, 89.6433,
    1.43,10000001,    0.00,  64.991,   8.472,   0.000,  -0.000,   8.219,   0.000,  -2564.,  112.06,   0.285,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  60833.,  -5822.,      0., -0.0562,  0.0000,  1.3357,  1.4692,  0.3173, -0.0000, -0.0000, -0.0000, -0.0000, 42.0958, -0.0000, 90.2377,
    1.44,10000001,    0.00,  65.830,   8.482,   0.000,  -0.000,   8.234,   0.000,  -2698.,  112.70,   0.284,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  61540.,  -5849.,      0., -0.0544,  0.0000,  1.3522,  1.4727,  0.3135, -0.0000, -0.0000, -0.0000, -0.0000, 40.7559, -0.0000, 90.8124,
    1.45,10000001,    0.00,  66.671,   8.490,   0.000,  -0.000,   8.248,   0.000,  -2835.,  113.36,   0.284,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,  62270.,  -5883.,      0., -0.0525,  0.0000,  1.3691,  1.4763,  0.3111, -0.0000, -0.0000, -0.0000, -0.0000, 39.4043, -0.0000, 91.3672,
